out,text
0,"Created: Canada, ON, Toronto"
0,"Bell, one of Canada's Top 100 Employers."
0,About the job
0,BOMBARDIER
0,"Bombardier is a global leader, creating innovative and game-changing planes. Our products and services provide world-class transportation experiences that set new standards in passenger comfort, energy efficeincy, reliability and safety. We are a global organization focused on working together with a team spirit."
0,"We are looking for a Data Analyst to join our team and bring the analytics practice to the next level. We are looking for a motivated person who thrives in a dynamic and challenging environment, who loves working with tools on the edge, who has no problem switching between multiple programming languages, and who is able to find out-of-the-box solutions to solve complex problems. In this role, you serve as an expert advisor and subject matter expert, and as a resource person and coach for management. You interact with many stakeholders working in a wide range of fields and advise directions and business positions. You will be at the heart of the definition and implementation of world-class analytics solutions, and you will contribute to set data as a strategic advantage for Bombardier."
0,"In Your Role, You Will"
0,Assure routine data quality
0,"Run data analyses, including explanatory models"
0,Work with leadership to understand reporting requirements
0,Build BI dashboards and create supporting material
0,"Monitor usage, gather feedback, maintain and improve BI dashboards"
0,Be a leader in best-practices definition and creative thinking
0,Work with leadership to identify process gaps and improvement opportunities using data.
0,Job
0,Engineering
0,Primary Location
0,CA-QC-Montreal Dorval
0,Organization
0,Aerospace
0,Schedule
0,Full-time
0,Employee Status
0,Regular
0,Job Posting
0,"22.07.2021, 3:37:49 PM"
0,Unposting Date
0,Ongoing
0,"As our ideal candidate,"
1,"You have a Bachelor’s degree data science, information system or equivalent"
1,You have 5 years of experience in data profiling / analysis
1,"You have experience working with Azure (Azure Data Factory, Azure Data Lake Storage, Azure Synapse Analytics, Power BI)."
1,"You have fluent in writing, executing and optimizing complex SQL queries, Python, JavaScript / Node.js, Java"
1,You have experience in translating business requirements into advanced data models able to fulfil analysts and data scientists requirements.
